student_id,gender,age,math_score,reading_score,writing_score,attendance_rate,study_hours_per_week,parental_education,internet_access,lunch,test_preparation_course,average_score
5464.0,female,15.0,7.0,54.0,45.0,97.21,36.1,phd,no,free/reduced,completed,35.333333333333336
5810.0,,17.0,80.0,83.0,57.0,74.18,1.3,high school,,standard,completed,73.33333333333333
9144.0,male,17.0,72.0,,17.0,55.87,9.1,high school,,free/reduced,none,32.666666666666664
74.0,female,,89.0,36.0,,96.59,7.8,high school,no,standard,none,56.666666666666664
10831.0,female,18.0,27.0,31.0,,,29.3,,yes,free/reduced,,
1781.0,female,17.0,,58.0,,80.81,30.5,,,standard,completed,52.0
,female,15.0,,32.0,40.0,51.31,0.8,,no,standard,completed,54.0
7424.0,male,,48.0,37.0,28.0,55.35,12.7,bachelor,yes,,completed,
2435.0,female,21.0,,10.0,79.0,82.45,34.6,,no,free/reduced,completed,31.666666666666668
3705.0,,16.0,70.0,3.0,40.0,52.25,28.8,,no,free/reduced,completed,37.666666666666664
9849.0,male,18.0,24.0,91.0,,89.02,39.9,phd,,,none,52.666666666666664
11903.0,male,19.0,83.0,2.0,23.0,92.37,27.1,phd,yes,free/reduced,completed,36.0
8251.0,male,15.0,42.0,95.0,88.0,99.34,39.5,phd,,,completed,75.0
8328.0,female,17.0,91.0,29.0,40.0,90.12,30.5,,no,free/reduced,completed,53.333333333333336
6258.0,male,18.0,,19.0,90.0,59.55,22.7,master,yes,free/reduced,none,62.0
8079.0,male,15.0,,59.0,64.0,70.71,9.8,,,,completed,55.333333333333336
859.0,female,19.0,,,9.0,71.14,31.5,bachelor,,standard,completed,51.666666666666664
1145.0,female,20.0,50.0,44.0,57.0,87.33,30.2,high school,,standard,none,50.333333333333336
1807.0,female,20.0,70.0,86.0,53.0,70.48,33.7,master,no,,completed,69.66666666666667
8991.0,female,19.0,48.0,51.0,33.0,61.41,,,,free/reduced,completed,44.0
2924.0,male,16.0,56.0,76.0,19.0,58.25,29.1,bachelor,yes,free/reduced,completed,
4667.0,female,17.0,,68.0,46.0,74.56,13.1,,,free/reduced,none,67.0
6924.0,male,21.0,70.0,80.0,23.0,52.95,10.2,high school,no,free/reduced,completed,57.666666666666664
,female,16.0,43.0,,70.0,97.12,38.4,,,standard,,45.0
5907.0,male,19.0,55.0,67.0,37.0,86.49,5.9,phd,no,free/reduced,none,
6722.0,male,20.0,72.0,40.0,35.0,53.44,10.4,phd,yes,standard,none,
,female,19.0,51.0,55.0,52.0,,27.7,,no,,completed,52.666666666666664
4896.0,,21.0,89.0,96.0,11.0,82.98,30.0,master,yes,free/reduced,completed,65.33333333333333
,female,15.0,55.0,,70.0,66.37,39.6,,no,free/reduced,completed,54.333333333333336
4268.0,female,17.0,77.0,10.0,38.0,63.05,9.5,phd,,free/reduced,none,41.666666666666664
7686.0,female,19.0,78.0,22.0,,70.24,33.7,,no,free/reduced,completed,57.0
4854.0,male,21.0,89.0,79.0,32.0,57.56,33.5,phd,no,standard,none,66.66666666666667
3698.0,male,16.0,25.0,39.0,72.0,51.85,,bachelor,yes,free/reduced,completed,45.333333333333336
9937.0,male,21.0,47.0,,16.0,98.15,6.6,master,yes,standard,completed,29.0
9075.0,,,66.0,54.0,11.0,76.93,,,,free/reduced,completed,43.666666666666664
11761.0,female,21.0,11.0,53.0,80.0,76.39,38.2,master,yes,standard,completed,48.0
9417.0,female,21.0,,72.0,98.0,74.15,31.0,master,,standard,,
11097.0,female,16.0,35.0,69.0,23.0,90.25,15.4,master,yes,standard,completed,42.333333333333336
10569.0,female,15.0,75.0,63.0,29.0,85.53,3.5,master,,free/reduced,completed,55.666666666666664
,male,17.0,43.0,68.0,95.0,73.79,29.7,,no,standard,none,68.66666666666667
5586.0,female,17.0,53.0,52.0,78.0,52.3,40.0,bachelor,yes,standard,none,61.0
5071.0,male,16.0,30.0,88.0,31.0,82.67,6.8,bachelor,no,standard,completed,49.666666666666664
9920.0,female,15.0,49.0,4.0,29.0,56.21,24.9,phd,,free/reduced,,27.333333333333332
2921.0,male,21.0,28.0,57.0,77.0,69.16,22.4,phd,yes,free/reduced,none,54.0
9025.0,female,20.0,51.0,88.0,43.0,61.05,24.9,,,standard,none,60.666666666666664
1036.0,female,20.0,88.0,,18.0,72.09,3.9,,yes,,completed,40.666666666666664
4534.0,male,17.0,54.0,22.0,100.0,,13.2,bachelor,no,,completed,58.666666666666664
6408.0,male,,,81.0,57.0,61.73,7.7,,,standard,completed,77.66666666666667
11833.0,female,16.0,88.0,25.0,91.0,,16.3,master,yes,standard,none,68.0
5839.0,female,16.0,78.0,100.0,85.0,93.6,20.7,phd,no,standard,completed,
5232.0,male,18.0,89.0,71.0,73.0,82.34,36.5,,yes,free/reduced,completed,77.66666666666667
4787.0,female,15.0,82.0,88.0,85.0,79.17,2.9,phd,yes,free/reduced,none,85.0
4103.0,male,17.0,,14.0,17.0,,5.3,bachelor,,free/reduced,none,31.666666666666668
1715.0,,15.0,88.0,95.0,70.0,80.62,,,,free/reduced,none,84.33333333333333
1035.0,male,21.0,99.0,30.0,50.0,95.59,22.2,,yes,,none,59.666666666666664
7239.0,female,17.0,19.0,54.0,30.0,71.1,24.7,,no,standard,none,34.333333333333336
1749.0,male,15.0,,39.0,99.0,77.48,2.5,high school,yes,free/reduced,completed,70.33333333333333
11421.0,male,18.0,24.0,83.0,7.0,75.53,,,yes,free/reduced,none,38.0
775.0,female,16.0,83.0,,57.0,65.72,29.2,high school,no,free/reduced,none,57.333333333333336
,male,21.0,16.0,59.0,27.0,50.27,37.6,master,yes,standard,completed,34.0
2744.0,male,17.0,28.0,18.0,,52.97,11.1,phd,yes,standard,completed,42.333333333333336
2436.0,female,,72.0,56.0,37.0,,,high school,no,,none,
11770.0,,19.0,29.0,63.0,16.0,52.31,,phd,,free/reduced,none,36.0
9276.0,male,15.0,50.0,64.0,99.0,58.53,33.6,,,free/reduced,completed,71.0
3793.0,male,21.0,69.0,22.0,92.0,82.64,35.0,phd,no,standard,completed,61.0
3454.0,female,,87.0,73.0,1.0,81.29,36.5,,,standard,none,53.666666666666664
,male,,97.0,,40.0,98.22,24.9,,yes,free/reduced,completed,63.666666666666664
2566.0,female,20.0,0.0,79.0,5.0,64.62,31.7,phd,,standard,none,28.0
2545.0,female,19.0,84.0,88.0,79.0,84.25,4.5,high school,yes,free/reduced,completed,83.66666666666667
4736.0,male,20.0,76.0,21.0,66.0,70.93,23.2,high school,,standard,none,
6876.0,male,,75.0,55.0,63.0,52.12,6.9,,yes,free/reduced,none,
11367.0,male,16.0,40.0,18.0,70.0,81.39,33.0,high school,no,free/reduced,none,42.666666666666664
7379.0,male,17.0,13.0,67.0,13.0,,27.9,,,free/reduced,none,31.0
10241.0,male,16.0,80.0,56.0,57.0,84.72,,bachelor,,standard,none,64.33333333333333
1160.0,female,18.0,40.0,78.0,60.0,81.0,39.4,high school,no,free/reduced,none,59.333333333333336
6421.0,male,15.0,86.0,74.0,85.0,93.05,34.6,,yes,standard,completed,81.66666666666667
9365.0,male,18.0,74.0,90.0,84.0,99.6,,bachelor,yes,standard,,82.66666666666667
49.0,female,19.0,20.0,72.0,,66.78,7.5,,no,,none,34.333333333333336
2382.0,male,,10.0,13.0,50.0,96.36,26.4,master,no,free/reduced,completed,24.333333333333332
2793.0,male,19.0,15.0,46.0,96.0,52.77,14.5,high school,,free/reduced,completed,52.333333333333336
9150.0,male,20.0,,17.0,7.0,78.4,3.7,phd,,standard,completed,33.0
6600.0,female,,53.0,48.0,0.0,87.11,17.6,phd,,free/reduced,,33.666666666666664
6906.0,female,16.0,,25.0,40.0,89.48,32.6,bachelor,no,standard,none,25.666666666666668
6917.0,male,19.0,73.0,86.0,21.0,63.89,,master,,standard,none,60.0
4056.0,male,18.0,55.0,40.0,81.0,75.14,,master,,standard,,58.666666666666664
10747.0,male,18.0,98.0,58.0,17.0,84.08,24.1,bachelor,no,standard,none,57.666666666666664
,,16.0,11.0,28.0,56.0,96.38,17.9,high school,yes,standard,,31.666666666666668
5158.0,male,16.0,98.0,7.0,61.0,89.16,3.7,,,free/reduced,none,55.333333333333336
8456.0,,19.0,98.0,1.0,64.0,80.94,14.2,,,free/reduced,,54.333333333333336
1931.0,female,20.0,64.0,,,79.78,8.7,master,yes,standard,none,61.0
1368.0,female,19.0,44.0,92.0,52.0,67.66,31.4,high school,,free/reduced,completed,62.666666666666664
10549.0,,18.0,34.0,41.0,,57.33,35.8,phd,no,standard,completed,31.666666666666668
10590.0,female,20.0,48.0,96.0,34.0,78.35,22.7,,no,free/reduced,none,59.333333333333336
336.0,female,20.0,,70.0,22.0,,16.6,bachelor,no,standard,none,47.0
,male,21.0,17.0,19.0,55.0,96.47,10.1,master,no,free/reduced,none,30.333333333333332
2226.0,male,16.0,87.0,75.0,52.0,70.43,16.7,high school,yes,standard,completed,71.33333333333333
8446.0,male,16.0,27.0,85.0,80.0,65.04,1.9,,yes,free/reduced,none,64.0
4198.0,male,21.0,46.0,36.0,95.0,66.6,22.0,phd,yes,free/reduced,completed,59.0
5183.0,female,15.0,13.0,77.0,61.0,83.72,6.8,master,,free/reduced,none,50.333333333333336
7737.0,female,19.0,,25.0,40.0,77.54,,bachelor,,standard,none,38.0
2359.0,female,15.0,95.0,77.0,91.0,93.55,,,yes,free/reduced,,87.66666666666667
,male,17.0,,2.0,36.0,99.71,36.9,,yes,free/reduced,completed,
1976.0,male,16.0,99.0,40.0,,57.59,,phd,no,standard,completed,63.666666666666664
9437.0,male,20.0,48.0,4.0,19.0,96.3,5.1,bachelor,yes,free/reduced,completed,
10514.0,female,17.0,93.0,64.0,51.0,77.42,9.1,bachelor,no,free/reduced,none,69.33333333333333
2319.0,male,20.0,87.0,78.0,88.0,98.87,34.8,bachelor,yes,free/reduced,none,84.33333333333333
3139.0,,17.0,86.0,,,68.84,,bachelor,no,standard,none,
5101.0,male,17.0,,74.0,69.0,52.37,23.3,,no,standard,completed,81.0
9475.0,female,21.0,74.0,34.0,75.0,,33.9,high school,yes,standard,completed,61.0
4110.0,male,20.0,43.0,82.0,,53.32,8.0,master,,standard,completed,47.666666666666664
3360.0,male,21.0,61.0,49.0,98.0,54.63,21.4,,,standard,none,69.33333333333333
10255.0,male,15.0,63.0,28.0,37.0,97.16,39.7,phd,no,standard,completed,42.666666666666664
1596.0,female,18.0,7.0,16.0,2.0,62.04,,,no,free/reduced,none,8.333333333333334
500.0,,16.0,72.0,100.0,,61.64,39.7,master,,,completed,58.666666666666664
858.0,male,15.0,50.0,,1.0,94.35,35.5,high school,,,,21.0
6440.0,female,17.0,97.0,92.0,55.0,77.11,17.9,,no,standard,none,81.33333333333333
3828.0,male,17.0,73.0,42.0,69.0,71.0,14.8,,yes,standard,none,61.333333333333336
8352.0,female,,67.0,34.0,66.0,82.72,29.6,master,yes,standard,,55.666666666666664
9534.0,,21.0,87.0,77.0,63.0,54.41,26.6,master,,free/reduced,completed,75.66666666666667
,male,,54.0,43.0,57.0,63.82,23.4,bachelor,,standard,none,51.333333333333336
2414.0,male,17.0,42.0,41.0,60.0,,,phd,yes,standard,,47.666666666666664
1957.0,female,21.0,23.0,91.0,94.0,95.81,0.1,,yes,free/reduced,none,69.33333333333333
10717.0,male,15.0,97.0,65.0,92.0,93.44,13.5,,,,,84.66666666666667
7569.0,male,,15.0,12.0,100.0,52.62,28.8,phd,yes,standard,none,42.333333333333336
,female,,32.0,5.0,66.0,69.0,38.5,phd,yes,standard,none,34.333333333333336
11488.0,male,,,77.0,99.0,50.96,25.4,,no,standard,none,86.33333333333333
10407.0,female,17.0,46.0,52.0,19.0,92.26,35.7,phd,no,standard,,39.0
3677.0,female,18.0,35.0,69.0,39.0,63.22,15.0,master,no,free/reduced,none,47.666666666666664
4837.0,female,,,,69.0,66.47,12.3,,yes,standard,completed,71.66666666666667
9200.0,female,18.0,,80.0,93.0,75.95,32.0,bachelor,yes,free/reduced,completed,86.0
4061.0,female,17.0,77.0,84.0,91.0,94.66,38.3,phd,yes,standard,completed,84.0
239.0,male,,19.0,30.0,94.0,,10.3,phd,yes,standard,none,47.666666666666664
461.0,female,18.0,30.0,,85.0,66.88,27.8,master,yes,standard,none,71.33333333333333
3689.0,female,18.0,52.0,74.0,77.0,90.42,,high school,no,standard,completed,67.66666666666667
7191.0,male,20.0,61.0,,,82.72,,,,,,82.66666666666667
,male,18.0,99.0,34.0,3.0,,13.3,,no,,none,45.333333333333336
3242.0,female,21.0,13.0,,49.0,65.4,6.8,,yes,standard,none,37.333333333333336
5620.0,female,20.0,37.0,,10.0,55.18,22.9,high school,,standard,none,35.0
8430.0,female,19.0,,2.0,62.0,79.34,8.5,master,,free/reduced,completed,33.333333333333336
10644.0,male,16.0,90.0,86.0,58.0,,25.5,high school,no,,completed,78.0
9057.0,male,19.0,51.0,82.0,39.0,53.2,12.5,bachelor,yes,free/reduced,none,57.333333333333336
9082.0,female,18.0,49.0,46.0,57.0,70.56,23.9,bachelor,,free/reduced,none,50.666666666666664
10412.0,female,15.0,91.0,15.0,,80.46,,,yes,standard,none,39.0
70.0,female,17.0,9.0,22.0,91.0,63.0,8.7,,yes,free/reduced,none,40.666666666666664
8440.0,,20.0,12.0,21.0,,82.32,4.7,master,,standard,none,34.333333333333336
7955.0,female,21.0,34.0,85.0,17.0,83.09,,master,,free/reduced,none,45.333333333333336
2757.0,male,18.0,39.0,22.0,20.0,96.66,32.0,,no,free/reduced,completed,27.0
9253.0,male,20.0,58.0,4.0,39.0,97.48,5.8,master,no,free/reduced,none,33.666666666666664
8202.0,female,20.0,,3.0,77.0,88.06,26.5,,,free/reduced,completed,47.0
8239.0,female,21.0,64.0,75.0,,85.8,20.1,,no,standard,completed,79.33333333333333
2839.0,male,20.0,74.0,12.0,27.0,52.97,36.8,master,no,,completed,37.666666666666664
8252.0,male,17.0,36.0,21.0,40.0,91.26,37.7,phd,,,none,32.333333333333336
2862.0,female,19.0,71.0,0.0,84.0,,10.5,high school,no,standard,completed,
8680.0,female,19.0,,,,73.31,31.0,bachelor,no,free/reduced,completed,34.333333333333336
4504.0,male,,45.0,,7.0,79.7,33.2,,yes,free/reduced,completed,17.333333333333332
1710.0,female,15.0,40.0,60.0,88.0,51.54,8.7,high school,no,standard,none,62.666666666666664
3906.0,female,20.0,34.0,98.0,69.0,89.78,,bachelor,,,completed,67.0
11645.0,female,21.0,7.0,100.0,97.0,76.78,23.2,phd,,free/reduced,completed,68.0
11099.0,female,20.0,37.0,5.0,,84.13,6.6,master,,free/reduced,completed,18.666666666666668
11071.0,female,21.0,27.0,4.0,45.0,81.24,0.4,master,,free/reduced,completed,25.333333333333332
4215.0,,16.0,45.0,36.0,82.0,72.62,20.7,high school,,,completed,
6588.0,female,21.0,73.0,88.0,80.0,83.75,37.6,high school,,free/reduced,none,80.33333333333333
9285.0,male,20.0,81.0,94.0,52.0,55.24,31.2,high school,,free/reduced,,75.66666666666667
8816.0,female,21.0,81.0,4.0,99.0,,,bachelor,,free/reduced,none,61.333333333333336
7742.0,female,16.0,91.0,32.0,47.0,,31.1,bachelor,yes,standard,none,56.666666666666664
8275.0,female,16.0,,79.0,20.0,86.06,8.2,phd,,standard,none,37.0
7744.0,female,,70.0,93.0,,72.84,12.1,bachelor,no,standard,none,
2632.0,male,21.0,79.0,,47.0,,19.8,phd,no,standard,none,63.666666666666664
9501.0,male,17.0,23.0,82.0,32.0,85.35,18.8,high school,,standard,none,45.666666666666664
986.0,female,19.0,65.0,36.0,25.0,94.83,32.2,high school,no,free/reduced,completed,42.0
6671.0,male,,73.0,83.0,64.0,91.34,11.6,master,yes,free/reduced,none,73.33333333333333
1475.0,female,20.0,30.0,,68.0,,21.5,phd,,,completed,57.0
3643.0,male,21.0,24.0,,48.0,51.12,26.7,phd,no,standard,completed,32.666666666666664
1715.0,,15.0,88.0,95.0,70.0,80.62,,,,free/reduced,none,84.33333333333333
4032.0,male,20.0,38.0,56.0,,97.88,31.4,phd,yes,free/reduced,,
10522.0,female,16.0,52.0,97.0,68.0,56.51,32.3,master,no,standard,none,72.33333333333333
2223.0,,18.0,87.0,36.0,90.0,83.18,19.8,phd,,standard,completed,71.0
2547.0,female,15.0,59.0,90.0,19.0,60.81,17.8,,no,free/reduced,none,56.0
1142.0,male,17.0,3.0,7.0,45.0,76.62,38.3,bachelor,no,standard,completed,18.333333333333332
2284.0,female,15.0,12.0,,13.0,73.38,30.4,,no,standard,,37.0
1106.0,female,15.0,75.0,14.0,37.0,95.8,21.3,bachelor,,standard,none,
6101.0,female,18.0,,90.0,99.0,78.09,23.6,phd,yes,standard,none,69.0
1522.0,male,17.0,64.0,30.0,42.0,82.57,15.0,,,standard,none,45.333333333333336
7654.0,female,19.0,91.0,53.0,75.0,81.29,30.8,phd,,,none,73.0
2637.0,male,15.0,69.0,39.0,0.0,81.07,16.0,phd,,free/reduced,none,36.0
8051.0,female,18.0,10.0,99.0,62.0,59.88,10.0,master,,,completed,57.0
3338.0,female,21.0,0.0,28.0,23.0,,33.8,bachelor,yes,free/reduced,none,17.0
8220.0,female,18.0,28.0,87.0,,79.95,30.3,bachelor,no,standard,completed,56.0
7560.0,female,18.0,94.0,91.0,62.0,54.15,6.2,bachelor,,,completed,82.33333333333333
1851.0,male,20.0,14.0,48.0,15.0,,29.5,high school,yes,,completed,
9515.0,female,18.0,99.0,,36.0,59.33,13.8,,yes,free/reduced,none,69.66666666666667
,male,21.0,55.0,2.0,0.0,51.28,13.8,master,no,,none,19.0
,male,19.0,45.0,43.0,,,4.7,bachelor,no,standard,completed,36.333333333333336
1994.0,male,15.0,97.0,21.0,63.0,70.38,31.6,,,standard,completed,60.333333333333336
5345.0,female,21.0,85.0,90.0,36.0,56.16,35.5,bachelor,no,standard,completed,70.33333333333333
5712.0,male,21.0,93.0,90.0,17.0,57.81,39.5,,no,free/reduced,none,66.66666666666667
9149.0,female,20.0,35.0,96.0,22.0,97.73,5.8,,no,free/reduced,completed,51.0
11496.0,male,19.0,14.0,19.0,56.0,86.42,8.6,master,yes,free/reduced,none,29.666666666666668
6431.0,male,16.0,2.0,27.0,54.0,65.7,1.9,bachelor,no,free/reduced,completed,
5462.0,female,21.0,67.0,71.0,27.0,92.4,7.1,high school,yes,free/reduced,completed,
11500.0,female,,92.0,28.0,20.0,79.89,28.1,master,yes,,none,46.666666666666664
9598.0,male,18.0,66.0,37.0,0.0,80.55,20.8,bachelor,no,standard,completed,34.333333333333336
9681.0,male,21.0,3.0,32.0,31.0,82.9,25.1,,,,completed,22.0
,female,,67.0,4.0,,82.25,35.4,phd,,,completed,27.333333333333332
7638.0,female,20.0,,61.0,53.0,78.66,15.7,,,free/reduced,none,70.33333333333333
7749.0,female,15.0,43.0,18.0,56.0,77.65,12.2,bachelor,no,standard,completed,39.0
7984.0,female,18.0,46.0,43.0,,61.86,23.1,master,,free/reduced,completed,49.333333333333336
7898.0,female,21.0,92.0,63.0,91.0,100.0,5.7,,,free/reduced,none,82.0
,male,16.0,82.0,27.0,30.0,69.79,21.1,,yes,free/reduced,none,46.333333333333336
9666.0,male,21.0,34.0,98.0,85.0,68.27,19.9,,no,free/reduced,none,72.33333333333333
3473.0,female,17.0,95.0,,87.0,85.51,39.6,,no,free/reduced,,
494.0,female,15.0,91.0,71.0,55.0,61.95,31.5,,yes,free/reduced,none,72.33333333333333
7769.0,female,15.0,12.0,69.0,34.0,86.16,3.3,,yes,standard,completed,38.333333333333336
7278.0,female,21.0,95.0,40.0,94.0,,35.4,phd,yes,free/reduced,completed,76.33333333333333
2538.0,female,15.0,40.0,50.0,23.0,71.19,7.1,bachelor,,standard,completed,
11757.0,male,16.0,36.0,,37.0,74.91,14.6,master,yes,,,53.666666666666664
11661.0,male,17.0,80.0,31.0,85.0,97.93,30.1,,no,free/reduced,completed,65.33333333333333
961.0,male,16.0,,95.0,43.0,,30.6,bachelor,,free/reduced,completed,
8498.0,male,18.0,60.0,99.0,76.0,68.99,5.3,phd,,free/reduced,none,
3845.0,female,15.0,64.0,31.0,,92.4,9.9,,,standard,completed,40.0
5288.0,male,16.0,50.0,90.0,28.0,67.44,24.6,master,,free/reduced,none,56.0
11787.0,female,15.0,0.0,66.0,61.0,94.9,11.5,bachelor,yes,standard,none,42.333333333333336
6858.0,male,21.0,80.0,72.0,88.0,66.64,0.2,phd,yes,standard,,80.0
5856.0,female,,87.0,27.0,31.0,73.61,12.3,master,no,standard,completed,48.333333333333336
10919.0,male,19.0,6.0,4.0,37.0,91.46,18.5,,,free/reduced,completed,15.666666666666666
2354.0,female,15.0,94.0,89.0,17.0,96.64,28.5,phd,,standard,none,66.66666666666667
10610.0,male,20.0,49.0,24.0,95.0,93.48,6.2,,no,standard,,56.0
8699.0,female,18.0,,,75.0,66.96,35.5,,no,free/reduced,none,76.66666666666667
5277.0,male,17.0,45.0,25.0,12.0,,10.1,bachelor,yes,free/reduced,none,27.333333333333332
5710.0,male,19.0,6.0,66.0,42.0,54.21,15.0,master,,standard,completed,
4622.0,male,,88.0,33.0,9.0,94.36,37.9,high school,,free/reduced,none,43.333333333333336
1340.0,female,19.0,81.0,71.0,18.0,,27.2,,yes,free/reduced,none,56.666666666666664
6878.0,male,16.0,50.0,,58.0,80.77,11.1,phd,no,standard,completed,47.333333333333336
3594.0,male,15.0,69.0,1.0,77.0,72.92,38.6,bachelor,,standard,completed,
4567.0,female,15.0,15.0,,10.0,61.1,32.9,,,free/reduced,completed,20.333333333333332
5881.0,male,20.0,38.0,41.0,30.0,90.21,25.3,,no,free/reduced,completed,36.333333333333336
3870.0,female,15.0,,27.0,25.0,79.79,25.2,phd,,free/reduced,,42.0
5161.0,female,19.0,62.0,70.0,83.0,87.42,39.8,high school,no,standard,none,71.66666666666667
11019.0,male,16.0,93.0,17.0,69.0,52.57,32.2,bachelor,,free/reduced,none,59.666666666666664
7449.0,female,18.0,4.0,61.0,1.0,70.36,5.8,,,,none,22.0
,female,16.0,67.0,3.0,4.0,74.05,22.5,high school,,free/reduced,completed,
3989.0,,15.0,73.0,4.0,,85.23,19.4,,yes,standard,none,30.0
3014.0,male,20.0,22.0,23.0,16.0,82.23,21.0,phd,no,standard,none,20.333333333333332
9810.0,male,21.0,16.0,29.0,78.0,93.89,13.6,,no,free/reduced,completed,41.0
,female,17.0,70.0,45.0,85.0,58.12,13.1,master,,standard,none,66.66666666666667
10996.0,male,17.0,57.0,93.0,71.0,86.53,15.7,high school,no,standard,none,73.66666666666667
1209.0,male,20.0,89.0,89.0,47.0,80.96,2.5,phd,no,,completed,75.0
4970.0,female,16.0,100.0,,22.0,60.65,10.5,master,yes,standard,none,69.0
3095.0,male,20.0,51.0,,92.0,52.56,15.0,,yes,free/reduced,completed,
5362.0,male,17.0,16.0,60.0,63.0,61.98,,master,no,standard,,46.333333333333336
7490.0,male,18.0,51.0,4.0,58.0,54.1,11.5,bachelor,,free/reduced,completed,
3468.0,female,21.0,70.0,83.0,96.0,77.17,19.8,bachelor,yes,free/reduced,completed,83.0
9337.0,male,21.0,,63.0,,98.21,,,no,standard,,68.0
539.0,,20.0,40.0,47.0,11.0,61.6,19.7,,,standard,none,32.666666666666664
6089.0,male,21.0,,26.0,32.0,,39.8,,yes,standard,completed,24.333333333333332
8144.0,male,19.0,73.0,,67.0,63.05,29.4,,no,free/reduced,none,61.666666666666664
11440.0,male,18.0,11.0,96.0,35.0,,28.5,,yes,standard,none,47.333333333333336
5703.0,female,17.0,71.0,36.0,48.0,88.06,39.4,high school,yes,standard,,51.666666666666664
2378.0,female,19.0,41.0,18.0,47.0,74.48,,master,,standard,completed,
7965.0,male,19.0,10.0,17.0,7.0,82.56,12.4,phd,no,free/reduced,none,11.333333333333334
4449.0,female,18.0,23.0,25.0,,56.88,22.5,high school,yes,free/reduced,,34.333333333333336
8162.0,female,21.0,24.0,59.0,70.0,71.71,6.1,high school,,standard,completed,
4243.0,female,17.0,42.0,28.0,26.0,,18.1,bachelor,yes,free/reduced,none,32.0
3038.0,female,18.0,36.0,2.0,61.0,,17.9,,yes,standard,completed,33.0
8368.0,female,,15.0,73.0,83.0,92.19,10.9,high school,yes,,none,57.0
1097.0,female,17.0,57.0,80.0,1.0,56.59,14.1,,,free/reduced,none,46.0
8881.0,female,20.0,90.0,90.0,38.0,75.83,24.2,phd,yes,standard,completed,72.66666666666667
,male,,6.0,11.0,75.0,63.23,9.5,bachelor,,standard,none,30.666666666666668
6813.0,female,20.0,54.0,14.0,93.0,65.51,35.3,,,free/reduced,completed,53.666666666666664
11687.0,female,18.0,71.0,62.0,53.0,79.05,,master,,standard,none,62.0
11128.0,male,21.0,61.0,,54.0,73.43,20.0,phd,,free/reduced,completed,57.0
1268.0,female,16.0,77.0,77.0,16.0,65.76,22.3,,no,standard,,56.666666666666664
3250.0,male,19.0,53.0,26.0,67.0,99.62,1.6,,no,standard,,48.666666666666664
5676.0,male,18.0,74.0,40.0,76.0,98.41,3.7,phd,,free/reduced,none,63.333333333333336
6044.0,,19.0,70.0,4.0,63.0,51.92,,bachelor,yes,free/reduced,completed,45.666666666666664
10133.0,female,20.0,85.0,24.0,,50.23,26.9,phd,yes,standard,completed,44.0
2429.0,male,15.0,50.0,99.0,91.0,73.99,10.2,phd,,free/reduced,none,80.0
9491.0,male,19.0,59.0,95.0,45.0,,28.8,phd,yes,free/reduced,none,66.33333333333333
11943.0,female,18.0,13.0,,93.0,95.35,9.4,high school,,free/reduced,none,42.666666666666664
10412.0,female,15.0,91.0,15.0,,80.46,,,yes,standard,none,39.0
4133.0,female,15.0,59.0,55.0,,60.58,,high school,yes,free/reduced,none,47.333333333333336
9716.0,male,19.0,70.0,41.0,41.0,90.68,11.5,,yes,standard,none,50.666666666666664
452.0,female,17.0,67.0,100.0,8.0,98.4,,master,yes,standard,completed,58.333333333333336
8356.0,male,21.0,72.0,89.0,3.0,69.85,23.5,master,yes,free/reduced,completed,
10390.0,male,17.0,27.0,,81.0,53.11,20.8,,no,free/reduced,none,63.0
,female,15.0,54.0,43.0,88.0,74.94,12.7,master,,free/reduced,completed,61.666666666666664
3410.0,male,19.0,67.0,34.0,86.0,96.67,,high school,yes,standard,completed,62.333333333333336
11910.0,male,18.0,75.0,34.0,34.0,55.02,10.2,,,standard,none,47.666666666666664
9697.0,male,19.0,36.0,,,96.28,2.9,high school,,free/reduced,none,
3691.0,female,21.0,63.0,15.0,20.0,88.89,14.1,high school,yes,standard,completed,32.666666666666664
10410.0,male,,58.0,,83.0,83.53,16.7,,,free/reduced,completed,62.666666666666664
11035.0,female,16.0,6.0,15.0,78.0,73.92,1.3,high school,yes,standard,none,33.0
9788.0,male,20.0,92.0,83.0,10.0,71.11,11.7,bachelor,yes,standard,completed,61.666666666666664
1848.0,female,16.0,53.0,31.0,24.0,51.16,25.0,,yes,free/reduced,,36.0
11703.0,male,16.0,36.0,26.0,,82.35,32.7,,,standard,,40.0
591.0,male,19.0,4.0,75.0,23.0,58.94,22.7,bachelor,no,free/reduced,completed,34.0
6134.0,female,19.0,12.0,72.0,13.0,56.11,20.4,,yes,standard,none,32.333333333333336
11129.0,,16.0,52.0,48.0,8.0,93.04,16.6,,no,,,36.0
11176.0,female,16.0,79.0,61.0,,73.0,23.5,high school,no,standard,completed,72.66666666666667
4094.0,,17.0,43.0,27.0,4.0,61.96,27.8,,yes,standard,none,24.666666666666668
11242.0,female,18.0,71.0,,21.0,51.69,16.7,,no,,,47.0
6141.0,,16.0,86.0,76.0,93.0,57.27,38.7,master,,standard,completed,85.0
321.0,female,20.0,1.0,57.0,37.0,86.52,36.6,,no,free/reduced,completed,31.666666666666668
,male,17.0,39.0,2.0,60.0,63.26,31.9,,,standard,none,33.666666666666664
4255.0,,19.0,97.0,52.0,15.0,79.73,,,yes,,completed,54.666666666666664
